article_id,comment_counter,comment_id,comment_text,comment_author,timestamp,datetime,year,parentID,is_top_level,TotalVotes,posVotes,negVotes,vote,engagement_bin,threadID,replies,descendantsCount,sender_isSelf,predicted_toxicity_score,predicted_toxicity_level,prediction_confidence
16034846,source1_16034846_16_0,7f491bf001514a69b8d80582ddde7845,"We could make it sustainable if we all started eating the meat from the hunt. Increase demand and the price will go up. If every seal hunter fills his/her quota and the demand is even higher, the price will make sealing lucrative. If our government wants off the subsidy treadmill here, all they have to do is a couple years of promoting the products and make sure the supply chains are up and running. I live Toronto and would LOVE to have a supply of seal meat in my freezer, but I can't get my hands on any.",Chuck Le Canuck,1387828047809.0,2013-12-23 19:47:27.809,2013,52eec1f4c37f43099bef0f9841299565,False,0.0,,,none,low,52eec1f4c37f43099bef0f9841299565,,,False,0.025792383,1.0,1.0
7096675,source1_7096675_65_0,76d967f114ec47518d8fbac0ac199fed,Thanks for the laugh. I have to constantly remind myself that you lot are actually serious.,cargocult fundementalist,1357767867000.0,2013-01-09 21:44:27.000,2013,4fbf0eee9aa34e6fbe685fc0f75bd953,False,0.0,,,none,low,4fbf0eee9aa34e6fbe685fc0f75bd953,,,False,0.034277402,1.0,1.0
12569853,source1_12569853_48_1,ec66c3807bb7494ba73b035f10c90682,'The worst Premier of Ontario. Is that graceful enough?' opined my2cents6. Do you mean worse than Mike Harris? I'm just not sure how that could be possible.,Haligonn,1371426785000.0,2013-06-16 23:53:05.000,2013,8af1e42b2fa044cf9acabf033fab2290,False,0.0,,,none,low,8af1e42b2fa044cf9acabf033fab2290,,,False,0.24442963,1.0,1.0
9789563,source1_9789563_14_1,84368dbc32ba4bbfa294e2481c99ea2c,Arming the Syrian rebels by the west is not intervention?,Iconoclast,1363391198000.0,2013-03-15 23:46:38.000,2013,4657d4ffee6342cc9fccb5b509a52da5,False,0.0,,,none,low,4657d4ffee6342cc9fccb5b509a52da5,,,False,0.08716487,1.0,1.0
10914114,source1_10914114_28_0,c18468901ab24cbea1771ae48ae6ffff,"...yeah,I mean it was a train wreck from out here... in any other party a disaster on this scale would mean instant resignation & a leaders convention within days of the defeat",hunter2460,1365464430000.0,2013-04-08 23:40:30.000,2013,6ab318718d01439e9db0f3e6c4f87e16,False,0.0,,,none,low,6ab318718d01439e9db0f3e6c4f87e16,,,False,0.03357032,1.0,1.0
8078159,source1_8078159_4_2,7850ffa58b594898877d9d9b859149f9,Art Campbell. What I'm saying is that the root cause of income inequality and income equality are fundamentally the same.,The Outsider11,1359927979000.0,2013-02-03 21:46:19.000,2013,fc124c88441f4023af56430aa9a0b9ce,False,0.0,,,none,low,fc124c88441f4023af56430aa9a0b9ce,,,False,0.011937759,1.0,1.0
8077946,source1_8077946_19_0,ad3c484639ef40a28b70c1c2bd93c5f3,You can believe her or you can believe Exxon and The Coal Institute. Choose your poison. And on which side are the costs of being wrong higher?,Rick Taves1,1359756474000.0,2013-02-01 22:07:54.000,2013,0b2370cf409a4fa39a1f47f58b2feb71,False,0.0,,,none,low,0b2370cf409a4fa39a1f47f58b2feb71,,,False,0.15545623,1.0,1.0
12468271,source1_12468271_49_2,4183d0bbed344fbd9c06b599a855f796,"Nonsense - I have never used more than 2 days in any given year and many years I use know. If you take care of yourself you should rarely get sick. Also I only stay home when I am really sick, not when I have a minor cough or feel a bit tired.",monkey121,1370968400000.0,2013-06-11 16:33:20.000,2013,363d1dcdbf744c559a95574b50a60347,False,0.0,,,none,low,363d1dcdbf744c559a95574b50a60347,,,False,0.14429577,1.0,1.0
11672346,source1_11672346_432_9,e11f58525b9e44bf9ad3f83a8b99baa0,"There already is 2States Israel and Gaza, as far as Gaza being a Penal Colony they sure are Free enough to keep shooting Rockets and Digging Tunnels//shalom",w king,1367497836000.0,2013-05-02 12:30:36.000,2013,15910f48a7e847faa494ab27719cdf2c,False,0.0,,,none,low,15910f48a7e847faa494ab27719cdf2c,,,False,0.3389984,2.0,1.0
11076649,source1_11076649_6_1,458d29f2cd624caca6bd1a5debe4618f,"Bill W - True enough, although I would be quite shocked if the NDP wins again in 2015. The point is after a certain point in power, most get thrown out. Lasting 16 years is not totally unheard of, but lasting 20 years is extremely rare outside of Alberta.",monkey121,1365894885000.0,2013-04-13 23:14:45.000,2013,080ef26f16e74d70b8edaf79e0c9b1bc,False,0.0,,,none,low,080ef26f16e74d70b8edaf79e0c9b1bc,,,False,0.023317585,1.0,1.0
15580839,source1_15580839_14_0,d8cbd189722e462d8ececa28883f4850,"Again, no, that's not how transfer payments work. They're based on federal revenues, which mostly come from personal income tax, which mostly comes from Ontario.",MMackinnon,1385502797449.0,2013-11-26 21:53:17.449,2013,485a374923ec4dc282f259832e21dd5a,False,0.0,,,none,low,485a374923ec4dc282f259832e21dd5a,,,False,0.0054662367,1.0,1.0
13048608,source1_13048608_40_0,e7ef22fccacf4fd2819fab8c777dc957,And what was the quid pro quo for the payment?,oldham,1373203427000.0,2013-07-07 13:23:47.000,2013,c3deb693f20240cf831fd7c14520ae14,False,0.0,,,none,low,c3deb693f20240cf831fd7c14520ae14,,,False,0.008859074,1.0,1.0
11243660,source1_11243660_103_12,593b22f8063d44c296f98f269a8e4c1d,"The Liberals haven't got anything like the money required to buy the air time required to fight back. We have had national grief over the cyber-bullying death of a teenager this week, yet the Conservative attack ads have exactly the same motivation, and are, in essence the very same thing as the cyber-bullying. They can get away with it because they are the only party with the money to buy the broadcast time. Attack ads aren't the root of the problem. The problem is the power of money in politics.",OldBanister,1366250984000.0,2013-04-18 02:09:44.000,2013,498dbaf32d5b4348a12294eae83c54ef,False,0.0,,,none,low,498dbaf32d5b4348a12294eae83c54ef,,,False,0.16678599,1.0,1.0
11170110,source1_11170110_2_0,55d8002b2b72499280df7d2f8e8e3d12,"' ... On line shopping in fact shift sales work load to customers, did the product/service quality improve. Not always.... 'I get better service response on-line than I do in any typically Canadian store !! Also far more selection ( global ) and better quality. Delivered to my front door ...",DieterHH,1366241804000.0,2013-04-17 23:36:44.000,2013,475ebd767b664dcaa504c4432d6de378,False,0.0,,,none,low,475ebd767b664dcaa504c4432d6de378,,,False,0.014136819,1.0,1.0
12632101,source1_12632101_16_1,39807f3457204ba098fbdbd0f2340cd8,Canada was originally excluded from the 'G7' and only included on the insistence of the US which wanted an ally but never expected one as poodle-like as the Harper government.,maljoffre,1371633032000.0,2013-06-19 09:10:32.000,2013,2bb9dcb84dc04314ad2ecd576653ce53,False,0.0,,,none,low,2bb9dcb84dc04314ad2ecd576653ce53,,,False,0.20973456,1.0,1.0
10915088,source1_10915088_21_0,b5db7c147bfa453c86a8251a1b1c64e7,The venom directed at Thatcherism is a reflection of its ever presence... the mobs are madly trying to drive a stake into her memory... individual freedom and responsibility ( a fearsome concept to the able bodied dependent) will rise again.,Ascalepius,1365522502000.0,2013-04-09 15:48:22.000,2013,758c877121924ca2b7287b23520320ef,False,0.0,,,none,low,758c877121924ca2b7287b23520320ef,,,False,0.11652588,1.0,1.0
13200495,source1_13200495_8_1,f09901ef42724e3f9de4d0d4b6939723,"Spend a year here in Lethbridge and you might get a feel for the warm, yes, and also for the dire lack of precipitation either as snow or rain. Lethbridge area is fruitful because of huge devotion to irrigation.",sirencall,1373909376000.0,2013-07-15 17:29:36.000,2013,5371cb7ff20a4378bc1fe2e442c46b3c,False,0.0,,,none,low,5371cb7ff20a4378bc1fe2e442c46b3c,,,False,0.011937759,1.0,1.0
9831465,source1_9831465_19_0,ac2a557112f540a3bbf78676cbd0fb9d,so how would you have stopped Hitler?,Jack Canuck,1363521474000.0,2013-03-17 11:57:54.000,2013,9640042c24f7473a89e3d6e5a272f099,False,0.0,,,none,low,9640042c24f7473a89e3d6e5a272f099,,,False,0.15435068,1.0,1.0
12604709,source1_12604709_20_1,477ae50262a54f28a6f575bf08ad51dc,I was referring to sitting elected public officials and I could care less what political stripe they are. It is an abuse of office.,Toast,1371495444000.0,2013-06-17 18:57:24.000,2013,5fa3e195661b44848ae7e17395879e32,False,0.0,,,none,low,5fa3e195661b44848ae7e17395879e32,,,False,0.15656179,1.0,1.0
12205395,source1_12205395_122_0,7e1770e4cc6b4febac190b6e6be68221,"I would say Theocracy more than dictatorship, with Harper as the supreme Ayatollah. Bible thumping is the ONE thing that all high level Cons have in common.",Big Martini,1369844770000.0,2013-05-29 16:26:10.000,2013,836617d8b0e64c2f8467c0bf2ecace6e,False,0.0,,,none,low,836617d8b0e64c2f8467c0bf2ecace6e,,,False,0.24924077,1.0,1.0
13647608,source1_13647608_92_5,b5a5043bcede403fbc7cc1b9a1d68000,@Greg. They may get 8 hours of 'downtime' however they still respond to any emergency's in that 8 hours. The idea they get 8 hours of call free time to do whatever they want is BS.,bluenoser85,1376140329000.0,2013-08-10 13:12:09.000,2013,3d70cd17b70a4a9cb94f7589ca8b4517,False,0.0,,,none,low,3d70cd17b70a4a9cb94f7589ca8b4517,,,False,0.10522962,1.0,1.0
7264832,source1_7264832_60_1,5f5ea63056034447872fec8a68ee4ed9,"Victoria43, according to this G&M article the national average for firearm murders in the U.S. in 2011 is 2.66/100,000. ://www.theglobeandmail.com/news/world/gun-control-in-america-a-state-by-state-breakdown/article6465107/Please note there are many states, for example, Iowa and Vermont that have virtually no gun control and have very few murders while others with control have more. Tennessee and Mississippi being the worse.",SemperVigilio,1358072036000.0,2013-01-13 10:13:56.000,2013,f57b22a9b8354bb488e0d0057501a146,False,0.0,,,none,low,f57b22a9b8354bb488e0d0057501a146,,,False,0.112436704,1.0,1.0
13464858,source1_13464858_21_0,8c3ad135dc8843b1968a194104bfda9a,"During the Viking era, that being when they made a visit to our NFLD friends... lol, almost all of the Prairie's current borreal forest was prairie....why....hot mun hot....well warm. The real cause of earth's warming can be seen in the Nicholas Cage movie 'KNOWING'...uhmmmm?",notleftnotright,1375169287000.0,2013-07-30 07:28:07.000,2013,1a6698ac6af94c00b24d768499c8382a,False,0.0,,,none,low,1a6698ac6af94c00b24d768499c8382a,,,False,0.037577134,1.0,1.0
12468271,source1_12468271_68_0,0657d39239274c1d881db89d8b1aa752,"What's the Big Sin guaranteeing working conditions, and what's the big sin negotiating perks. The only Big Sin is not having budgeted for it, then blaming it on staff...",d.v.smith,1370967978000.0,2013-06-11 16:26:18.000,2013,54b490c8b30040e2ba8b61518c46a7eb,False,0.0,,,none,low,54b490c8b30040e2ba8b61518c46a7eb,,,False,0.04067813,1.0,1.0
11833001,source1_11833001_52_0,5c90f15a66ca4f1397e44176038bca0a,"I wish the globe would open up a space for Mrs. Wiggins to write a column. Come to think of it, there is at the moment a certain highly unoriginal writer currently in their employ who would not be missed. And, they wouldn't need their editor risking all credibility coming to her defence anymore...",Vote for Pedro 2015,1368197641000.0,2013-05-10 14:54:01.000,2013,eb1c815b3f344fea9753377fc76d2bee,False,0.0,,,none,low,eb1c815b3f344fea9753377fc76d2bee,,,False,0.039935954,1.0,1.0
8980035,source1_8980035_8_2,4377dac1c1c943c692fd31c050b69a2b,"OK, that could well be the case. There is at least one Andre Desrochers in the faculty of science of another Canadian university who has carried out Arctic research (in an unrelated field).But as far as relevance, note that such deceptive tactics are hardly unknown in polarized issues on these forums.",Mark Shore,1361727335000.0,2013-02-24 17:35:35.000,2013,895ebadcea95413891b7198c088a200c,False,0.0,,,none,low,895ebadcea95413891b7198c088a200c,,,False,0.033334624,1.0,1.0
7339810,source1_7339810_26_2,ff88b56e1f4e4a9cacd2e47b88a33eb7,Stephen Harper is still trying to figure out how to put a nail where a spike has already been.,Media Truth,1358283660000.0,2013-01-15 21:01:00.000,2013,aa5b7a4255994f588c341d2bc1e5e985,False,0.0,,,none,low,aa5b7a4255994f588c341d2bc1e5e985,,,False,0.103494145,1.0,1.0
11841998,source1_11841998_35_2,eed814e05fd847ca92128ad3aaed3b61,Why would their power diminish? This is their first chance in decades to replace the Liberals. Who's going to vote Liberal after all the scandals and lies?,Hewd,1368189939000.0,2013-05-10 12:45:39.000,2013,c5c87ca20eae433a95c862c28448ff00,False,0.0,,,none,low,c5c87ca20eae433a95c862c28448ff00,,,False,0.20973456,1.0,1.0
11579488,source1_11579488_60_0,563086306cd444cb9e9ca6d156c932d2,Stop$70AnHourNutFasternersFirst.ca,bcrier,1367067903000.0,2013-04-27 13:05:03.000,2013,caf27355810e43618782b01cad9a9825,False,0.0,,,none,low,caf27355810e43618782b01cad9a9825,,,False,0.08637348,1.0,1.0
8303672,source1_8303672_30_1,26ab337419dc4de79f6f72372b7da5af,Nope. Just finally make them pay their way.,MailGuy,1360263301000.0,2013-02-07 18:55:01.000,2013,113e4c9f6cb443cfaaa8737c16ad1240,False,0.0,,,none,low,113e4c9f6cb443cfaaa8737c16ad1240,,,False,0.03875561,1.0,1.0
7605770,source1_7605770_65_7,350e6c98139444bc9c3864b4c496aff4,"@OriellaMy non-Italian grandfather was able to raise 3 kids and own a house and car with a Grade 8 graduation because there were decent paying opportunities back then. Are you seriously telling me that someone with a Grade 8 education today could raise a family, own a house, and own a car, whether they're willing to work in a sweatshop or not?",Dickie Crickets,1358907935000.0,2013-01-23 02:25:35.000,2013,0710dcc0495343bdbbdce1e0b9e31b9d,False,0.0,,,none,low,0710dcc0495343bdbbdce1e0b9e31b9d,,,False,0.040925518,1.0,1.0
9236840,source1_9236840_11_1,e46b4b618b704b039edab1ce38a2213c,She is staff-there are rules about comments to media.,jsomm,1362364420000.0,2013-03-04 02:33:40.000,2013,58675009f1b3494ea8f8b1cdad0b69a1,False,0.0,,,none,low,58675009f1b3494ea8f8b1cdad0b69a1,,,False,0.014702292,1.0,1.0
12292515,source1_12292515_138_9,358e1840190b42a99d79cad115bb4337,"I hope we don't share the same country. How you could call another culture 'backwards'? You can make your point without the overtly prejudice label of 'Muslim immigration from culturally backwards'.@Boogeyman3 What's wrong with Toronto, besides the traffic? Or should we blame culturally backward Muslims for that?",GrabakaJPN,1370188662000.0,2013-06-02 15:57:42.000,2013,9d34336564594abc943efa7ec6055f8d,False,0.0,,,none,low,9d34336564594abc943efa7ec6055f8d,,,False,0.34757367,2.0,1.0
11508194,source1_11508194_161_0,879e23b354844b9a9a58bc7cfed48379,I missed the solution? How does Justin's solution apply in this situation? Is he going to ban immigration of Muslim's to Canada?,BC Voice of Reason,1366807792000.0,2013-04-24 12:49:52.000,2013,e49df1adc222454385a96bce8582e64f,False,0.0,,,none,low,e49df1adc222454385a96bce8582e64f,,,False,0.3245134,2.0,1.0
13724965,source1_13724965_13_1,d1e47eb5991b46bc9f54f3f5e5a2abb8,HJKAre you saying those issues you presented above are resolved in our own back yard? Let's lead by example and stay out of other peoples business. Meddling in someone else's problems (as a lone country) gets you and them nowhere and simply prolongs the problem. I am all for UN supported initiatives .... but that's another story.,BJBeat,1376411398000.0,2013-08-13 16:29:58.000,2013,60f3765c8b704aefa82b59873cf8f005,False,0.0,,,none,low,60f3765c8b704aefa82b59873cf8f005,,,False,0.027560094,1.0,1.0
15768057,source1_15768057_18_3,44b2f61782024a1ab857f1c85232ec9e,"In response to the user 'the mind is its own place', for several years now I have been working 50-60 days each year in K-8 schools, collaborating with many teachers in math in over a dozen different schools in 3 different school districts, and I continue to be impressed by how dedicated they are to the learning and the well-being of their students. Education and especially math education is very political and politicians use it as a political football, and we've see a lot of ads over the years against teachers. I did a math degree, then I did graduate studies in political science, and went back to math and eventually in math education to avoid politics :-) Bottom line for me is that although there are many factors at play, the primary issue is the curriculum - and at the moment our curriculum is just not that interesting mathematically. I've written a book called 'Why you hate math and how to feel the love', and if this idea interests you I can send you (and any other reader) a free copy, or if you have an Apple mobile device I can send you a code to get it free from the iTunes store. Just Google my name and you'll find my contact info.",George Gadanidis,1386333506951.0,2013-12-06 12:38:26.951,2013,9c9ff1c4a3044450bc5774d409e5b974,False,0.0,,,none,low,9c9ff1c4a3044450bc5774d409e5b974,,,False,0.04834723,1.0,1.0
11579488,source1_11579488_13_1,e8372117c0b74b5fa77f24b1d76847ce,"Hey don't they make fruit of the loom underwear in Truro, NS? Maybe 3 months of the year we can all run around in our underwear. It would be a jolly time indeed!",palmseed,1367187854000.0,2013-04-28 22:24:14.000,2013,35ca070138d544aa95770c008448987d,False,0.0,,,none,low,35ca070138d544aa95770c008448987d,,,False,0.15932569,1.0,1.0
13338436,source1_13338436_12_0,57b0233eb072441cbbe9ffedc31d2d11,Would you take the oath if it was the only way you could get into Canada?,BCahoutec,1374636667000.0,2013-07-24 03:31:07.000,2013,dc134650c8ec4cc0a48803fe0ac63878,False,0.0,,,none,low,dc134650c8ec4cc0a48803fe0ac63878,,,False,0.034748793,1.0,1.0
11999471,source1_11999471_5_0,2dbe29de3b6b4a6fa518cbb8c2f5b28f,"Refreshing, thank you. What is the chance that China wants to acquire the capability of stationing SSBNs or attack subs in the high Arctic, or maybe drilling platforms and surface ships to portect them. And how far away are they from being able to do so? You probably have an interesting answer.",HJK,1368930715000.0,2013-05-19 02:31:55.000,2013,52c7e88446f34d6bbc262d02fd1012dd,False,0.0,,,none,low,52c7e88446f34d6bbc262d02fd1012dd,,,False,0.028031485,1.0,1.0
11866787,source1_11866787_92_0,cefc68f1cc4a42e2a293be5affdc9b61,Interesting that this post is garnering thumbs-down yet all it does is report an historic fact. Guess that the truth bothers some...,Ratbag1,1368310704000.0,2013-05-11 22:18:24.000,2013,9658a24f50b54304aab9c00ba52c91af,False,0.0,,,none,low,9658a24f50b54304aab9c00ba52c91af,,,False,0.028385026,1.0,1.0
13295853,source1_13295853_9_1,7e07d46009444c87bc9c07800d34bfd3,Letters to the editor seems to work - real names.,Art Campbell,1374277070000.0,2013-07-19 23:37:50.000,2013,1788e03a75d5438c888a892c888c9b0b,False,0.0,,,none,low,1788e03a75d5438c888a892c888c9b0b,,,False,0.014890783,1.0,1.0
16059313,source1_16059313_26_0,620c092d1daa4e93bb54b3b55435d914,"Here's a reply to this , notice in Lthoths post they are speaking of history and the blogger seems to criticize the SA for changing. http://www.use.salvationarmy.org/use/www_use_EmpireNY.nsf/vw-sublinks/8857BA5F0A001A0385257C27005BA0A7?openDocument",Trader Rick,1387651564316.0,2013-12-21 18:46:04.316,2013,11fed44f1efc47418b1c68bbff296c23,False,0.0,,,none,low,11fed44f1efc47418b1c68bbff296c23,,,False,0.029799197,1.0,1.0
7339810,source1_7339810_28_0,da1277fcfa514287a6f792eacabf75a2,"But Coyne chased & seduced him. He showed no romantic interest in her till she phoned him up & said she was hot for him. Note to WHouse: Trudeau only married Margaret, not Deborah Coyne.",Hermesacat,1358286033000.0,2013-01-15 21:40:33.000,2013,ed503ae34efa4044ada82dbacae0c8db,False,0.0,,,none,low,ed503ae34efa4044ada82dbacae0c8db,,,False,0.19870108,1.0,1.0
13449065,source1_13449065_38_1,d7e9c68865054750be4daf4f49249456,"And if they had had A/C, they'd have just as likely used it (assuming it was also affordable).No one willingly chooses to be uncomfortable (unless there is some extenuating circumstance, like feeling 'guilt' or something).",Ry2,1374853160000.0,2013-07-26 15:39:20.000,2013,137e077871f544a182df64c96d25e638,False,0.0,,,none,low,137e077871f544a182df64c96d25e638,,,False,0.022021262,1.0,1.0
12146630,source1_12146630_27_0,6ca77ec4c5124c6f95a8301eb067e589,"What specifically are your objections to the House of Lords Appointment Commission? It looks okay to me.In any case, what Flanagan is suggesting is not copying the British solution, just using it as a guideline. Under Flanagan's suggestion, Canada would come up with its own appointments committee, or whatever.",Bob Beal,1369659096000.0,2013-05-27 12:51:36.000,2013,e3283e3a7549418da9e032da2f094bf2,False,0.0,,,none,low,e3283e3a7549418da9e032da2f094bf2,,,False,0.01017851,1.0,1.0
11142634,source1_11142634_83_1,de108dfaf61f4ce995c1fd4184f8f7e3,Saunder's article probably get a lot of web hits so he has to create controversy to get noticed. He knows exactly what he is doing!,kiaraju,1365954665000.0,2013-04-14 15:51:05.000,2013,a906a7e4993647928c3ba4dead455821,False,0.0,,,none,low,a906a7e4993647928c3ba4dead455821,,,False,0.04760506,1.0,1.0
11811373,source1_11811373_12_0,a9bb545191c044448c2703ace26a490d,EXACTLY. The Globe and Mail editorial board needs a civics refresher on how Westminster Parliaments are supposed to work.,JimmyK,1368132020000.0,2013-05-09 20:40:20.000,2013,139719e2c15a4ed0bcd6a279aa0adb6a,False,0.0,,,none,low,139719e2c15a4ed0bcd6a279aa0adb6a,,,False,0.012943043,1.0,1.0
13814949,source1_13814949_76_6,5a6dde7944a240b2af5b37bda1b10d40,"Would Bliss have us remove the diseased parliament and Prime Minister along with his diseased PMO? Careful what you wish for Egypt is a case in point. Yes OK:We have had very little scandle or incompetance on our Supreme Court and only a few out right failures in judges on the higher levels of Provincial Courts. Elections are not the only way to secure good quality people for public office and certainly not the most cost effective way. The last thing we need is more carpet baggers and lobbyists becoming embedded in the system. We only need to look at the US Congress to know how that inevatibly turns out. We are mostly where we are because of HARPER'S poor judgement as demonstarted by his PMO consultant and convicted fraudster Bruce Carson, his appointed senators, Mike Duffy, Pamala Wallin, Patric Brazeasu and his own meddling in Pam Wallin's situation the meddling by sweet little Granny Stewart-Olsen who attempted to white wash a Delloit audit to reduce the embarassment to the Senate for not doing its job!",100Rorkxr7,1376853403000.0,2013-08-18 19:16:43.000,2013,a00b33c223ba4c568224d1502aa965d3,False,0.0,,,none,low,a00b33c223ba4c568224d1502aa965d3,,,False,0.28857216,2.0,1.0
11418189,source1_11418189_58_4,97bbe0b95bde46c6bafcf413b500e8f4,"There's nothing monster-like about Gaia. As Lovelock - and every biologist that I have spoken to, north of Old Miss. - points out, there is no morality in nature.",George Victor 1,1366469113000.0,2013-04-20 14:45:13.000,2013,b026797a6f82474dacc45c86de1ccf6c,False,0.0,,,none,low,b026797a6f82474dacc45c86de1ccf6c,,,False,0.16098402,1.0,1.0
7339810,source1_7339810_21_0,03606865bc664e59a59bd7587937d229,PET should have put a hat on it.,WHouse,1358283976000.0,2013-01-15 21:06:16.000,2013,484ea8b5a6c04d258e2e50de729aeffc,False,0.0,,,none,low,484ea8b5a6c04d258e2e50de729aeffc,,,False,0.05725329,1.0,1.0
13464869,source1_13464869_149_2,74ab7b3edf7b4e53a71a82929cf0582e,"Under U.S. Federal law, marijuana is still illegal. The border is a Federal jurisdiction.",wilroy35,1374965991000.0,2013-07-27 22:59:51.000,2013,027c18aad942491793f82119688bd067,False,0.0,,,none,low,027c18aad942491793f82119688bd067,,,False,0.022728346,1.0,1.0
6929035,source1_6929035_306_0,b2a7f2d53e254872adceb4cdd6475807,They aren't. They are tired of putting their hard-earned tax dollars into a system that doesn't work.,Hard Candy,1357444748000.0,2013-01-06 03:59:08.000,2013,dd7ebf1615934fddab64d2a5d3bf605c,False,0.0,,,none,low,dd7ebf1615934fddab64d2a5d3bf605c,,,False,0.032391842,1.0,1.0
11672346,source1_11672346_339_0,43d92a2fa3434bc8876b1748c224b0d8,Exactly. The UN is a disaster.,Think Right,1367494972000.0,2013-05-02 11:42:52.000,2013,7d074a054e1447a5a364691a1c8d4564,False,0.0,,,none,low,7d074a054e1447a5a364691a1c8d4564,,,False,0.36095104,2.0,1.0
