comment_id,comment_text,toxicity_level,article_id,year,bertopic_topic,bertopic_topic_label,bertopic_probability
dcd89d6d78824c73adc7a28c8e5ca0a5,one thing lot people tend forget discussing deficit also concept surplus canada really structural surplus note since 2004 canada broke even tiny surplus intent purpose year structural surplus eliminated 2005 2007 probably would deficit extremely strong economy two year even harper changed anything probably would 20b deficit however since cut tax increased spending instead deficit year back 2004 term spending tax revenue might surprising expected level gdp 2004 reach point stage structural deficit also structural surplus word economy well run surplus poorly run deficit,1.0,10198519.0,2013.0,0,"Taxes, Pensions & Public Finances",0.0
dca94616e9304349b2ce7f86b9c9734b,keller204 writes although prove believe flaherty pushed mcguinty hard need look hard federal government gave ontario government implement hst get wrong think hst smartest policy mcguinty implemented time power one smart move fact seriously doubt would made move without monetary nudge fed result ontario least consumption tax pretty much level income tax dropped slightly 2006 though even 2003 due income tax offsetting federal provincial income tax cut bottom bracket federally 2005 provincially result tax cut income tax lower income individual lower today individual individual higher tax hike high income individual ontario tax quite bit higher though handful people province,1.0,10198519.0,2013.0,0,"Taxes, Pensions & Public Finances",1.0
b0f03986dc9f4140b779a7b4cbb12f86,future government wll change appears party handler,1.0,10198519.0,2013.0,29,Canadian Party Politics & Electoral Reform,1.0
2c68e65ca0f04a6e98625ef2312d7025,perfectly natural child looked group larger community,1.0,10199024.0,2013.0,22,"Parenting, Class & Family Life",0.20889389358616633
901d106de75a46b1a878e3d42221de33,like jamaica,1.0,10199024.0,2013.0,10,Canada Identity / Provinces / General National Talk,0.49132572020606197
b233b549382f4942b83ed9c8690d48d9,first guideline rcc mandatory free walk away never ever think second give one example policy catholic church hypocritical sure say clerical abuse tenet church hypocritical behaviour small minority precisely opposite church doctrine argument like saying law society hypocritical people break,2.0,10200251.0,2013.0,4,Religion (Islam/Christianity) & Church Issues,1.0
1b17c382536c41c1b6ba29747cd3eb26,one could imagine shirt hair tearing code conduct cobbled together enough abstract principle bring tear eye harperite could adopt return investigative journalism zero tolerance truthiness would exclude better cartoon,1.0,10200251.0,2013.0,15,"Animals, Food, Meat Ethics & Environment",0.0
4dc541cfa0744a04ad6962f34646f01b,following headline one column husband always get night terror hit though headline used dramatic phrase absolutely reference support actual reader question complete fabrication headline writher question spouse night terror frequently yell night often profanity thrash around wildly could causing headline false unethical,1.0,10200251.0,2013.0,5,Media & Journalism (Globe and Mail Commentary),0.0
1230422f10314d27ba9bd3ac4789c4bb,government advertising doe amount much newspaper budget modern day 19th century government patronage make difference longer aside fact small percentage today government spread advertising among medium outlet regardless particular outlet editorial stance would hear,1.0,10200251.0,2013.0,5,Media & Journalism (Globe and Mail Commentary),0.0
b1c50b21f72c4b0cb9c68b6a86b042ef,pretty sure globe agrees plagiarism bad thing would suspended without pay period time dismissal employer response employee bad thing,1.0,10200251.0,2013.0,12,"Healthcare System: Doctors, Hospitals & Patients",0.0
aa8fb35eb8b14e769f1fdce63a841373,godfrey fired role olg man end tell lie order toronto get casino case point speech board trade couple month back said casino built downtown resident downtown complete idiot anyone know anything toronto know significant amount resident downtown especially across street rogers centre skydome venue associated fleecing taxpayer tune 575 million press going stop writing puff piece dishonest individual,3.0,10248075.0,2013.0,14,"Cities, Transit & Urban Development",0.06364525237146033
f649eb0db61b4ec985a706654b260740,get like yet keep posting article,1.0,10251782.0,2013.0,5,Media & Journalism (Globe and Mail Commentary),0.21298154776545855
96cc3d84d6754c679c63d86704da28f1,know art campbell real name could year old cougar named fran year old pasty white guy bermuda short black sock sandal smart aleck teenager red necked good old boy buttphart alberta way civility could return name address phone number printed comment anyone best interest could try little less angry making point,1.0,10254960.0,2013.0,27,Race & Racism Discourse (White/Black),0.0
431e0f1e5d1540aa89d012cd991a408b,whoever responded behalf police reported disciplined bystander absolutely call police,1.0,10254960.0,2013.0,2,"Police, Guns & Crime",0.03606582335565926
098114be15ad45b8baf7d3c3f058d08b,well stats support bigger picture best create scenario based semblance reality 2011 federal election quebec green party captured vote figure wiping green would consolidate ndp base support beyond,1.0,10275691.0,2013.0,29,Canadian Party Politics & Electoral Reform,1.0
d19affa1e3c24a1791cd88aec8a39adf,see author changed title aggressive chinese sent treasure return irrelevant accusation clear reporter truly want something good wild animal conservation put constructive comment case ivory smuggling cite fact responsible opening door china japan,1.0,10315174.0,2013.0,15,"Animals, Food, Meat Ethics & Environment",0.0
96b440e5793b415fbfb8fe5fd47cedfc,parson manning reform backroom boy encouraged get new suit new coif laser eye surgery lose fetching glass parson manning reduced someone suggested change another pretty politician manning also wear makeup current doe,1.0,10315192.0,2013.0,9,Political Scandal & Corruption (Senate/PMO),0.0
bd5e0dea12f74f33b6921d2d2891b7a1,george victorin democratic israel opposed settlement etc last minute moviethe rest movie focussed terrorism violence know whonow palestinian could opposing hamas violence would branded collaborator shotsee difference dissent israelbut none among palestiniasn,2.0,10316862.0,2013.0,18,Israel–Palestine / Middle East Politics,0.8170245371440565
f16480af37e943289dd628f665e3d04d,teleologyyup sum,1.0,10320077.0,2013.0,21,Praise/Feedback on Posts and Columns,0.21212435119137088
6b82f29dc94845c3b098e3f9abc19c33,paul collect acquited courtsto version united way consider community work part councillor jobto dom bosco mean parent whose kid play footballmeanwhile keep scraping botton barrel lucky might find something besides leftist dirt,2.0,10352910.0,2013.0,22,"Parenting, Class & Family Life",0.0
2577536872664c5d9634ae8aa665a016,want know whether harper really believed thing opposition surprised find policy belief supported evidence whether knew time lying surprised pbo got leash,1.0,10365821.0,2013.0,3,Harper vs Trudeau Election Talk,0.06157311097522077
84530255ff2741db9435c84c52697611,budget office part biker pbo part solution authoritarian problem,1.0,10365821.0,2013.0,30,Refugees & Immigration System,0.0
70e1a5613cb3457da3835a4f6f713241,interestingly enough pifco harper flanagan paper titled benign dictatorship complained fptp mused electoral reform party progressive conservative separately could seem get past liberal,1.0,10365821.0,2013.0,42,Partisan Competence / Messaging (Liberal vs Conservative),1.0
783f208d0bec41558fb95f26459ffc02,silly word said merit,3.0,10374471.0,2013.0,11,Debate About Terms / Argumentation Style,0.33284731055503847
7378c3984bc5440ca524bbc621707dc8,battery technology available horizon would make electric practical economical every day usage,1.0,10449504.0,2013.0,23,Energy Tech (Solar/Wind/Nuclear/Power),0.0
8a10e586c63f4a21a34f82eab52833bd,everyone ride road yet somehow car get additional subsidy get,1.0,10449504.0,2013.0,14,"Cities, Transit & Urban Development",0.3681494009705966
0c9f6053f5ce497ea6fcc964abb3bff0,factor line loss forget include energy used exploration mining refining moving fuel power plant gasoline diesel point simple real scientist looking,1.0,10449504.0,2013.0,13,"Oil, Pipelines & Alberta Energy Industry",0.25175830158541296
66b5aecd989c461085905bd2419b6ba2,partly far decade birth islamic believer thing might look different history actually might repeat europe church state one age enlightenment advance technology social justice took place islamism might reverse,1.0,10449569.0,2013.0,4,Religion (Islam/Christianity) & Church Issues,0.32697918307275936
543eb723266446c2baddc09d718ac17e,agreed death trap sooner fails better concerned except bureaucrat communist run,2.0,10449569.0,2013.0,12,"Healthcare System: Doctors, Hospitals & Patients",0.0
9b4cf8777082481b996df6f5684d9424,problem irresponsible people think state people responsibility look people always overspend pay problem overdiagnosis false cancer treatment unnecessary therapy medication development superbug funding please union bos,1.0,10507009.0,2013.0,12,"Healthcare System: Doctors, Hospitals & Patients",0.0
17cc527796e44d04b4f15ba0c31ef891,wrighthow taxpayer make good excellent food distribution housing select health care government run,1.0,10507009.0,2013.0,12,"Healthcare System: Doctors, Hospitals & Patients",0.0
5bfe4afc06dd46498f492f7eaee1e8fb,last line say play large loose large welcome rest reality country,1.0,10507050.0,2013.0,41,"Consumer Prices, Markets & Groceries",0.0
ef5592393eb5415c9f7afffa88b05af8,politics run grease many cabinet minister sussed lucrative job corporate beneficiary government policy many journalist lookout yummy government appointment,1.0,10514619.0,2013.0,9,Political Scandal & Corruption (Senate/PMO),0.2165295850175749
09f2216dcd014fa790f74ef6ba4f105f,yes look many journalist appointed senate pat back asking tough question burying stuff spinning stuff abolish least elect,1.0,10514619.0,2013.0,9,Political Scandal & Corruption (Senate/PMO),0.0
53f3abd4051849608d5822d2098d5cb5,concrete overshoe,1.0,10514619.0,2013.0,23,Energy Tech (Solar/Wind/Nuclear/Power),0.0
93d6bed73be747ff821f17230f3445a9,one denying choice call lantz comment fair child advanced age tends average disproportionate burden system compared earlier seems like statistical biological fact,1.0,10527549.0,2013.0,22,"Parenting, Class & Family Life",0.19273144890782384
c6bdae764a4645f29e6d9b91728c896e,ravensbud quick math calculation based comment indicates family member dying late fifty early sixty far earlier average far take look historical statistic average life expectancy male born 1941 pretty close average look chart man 2012 born 1972 life expectancy read today something male look father chart year average lifespan apply today year old data cleared remind average mean minimum depending distribution curve close half people dying average age,1.0,10527549.0,2013.0,0,"Taxes, Pensions & Public Finances",0.0
797b7f05c321464a95209141de343b68,micheal pleases everyone favour back sleep,2.0,10530326.0,2013.0,33,Personal Encouragement / Health / Small Talk,1.0
bef7dda7a356491684f103b3f0003997,bleeding heart please dig deep pocket start sending money area hearth plagued terrorist corrupt government real disaster poor innocent people one suffering effect inclement weather never never get relief destitute condition money channeled corrupt pay gold plated car jewel many wife never know devastating effect drought maybe developed country would expect accountability set real program help people could expect real result proud government know draw line,2.0,10549743.0,2013.0,12,"Healthcare System: Doctors, Hospitals & Patients",0.0
8c28b308cc3145ef81b84ec9c2a12a29,feel way elite country attending meeting bilderberg group dare harper put group hit list,1.0,10549743.0,2013.0,3,Harper vs Trudeau Election Talk,0.0
7759c2119c6b473698950f15e28bf4b5,fact characterize disagree politically slime suggests screw loose,2.0,10549743.0,2013.0,32,Evidence vs Truth Debate (Kingwell Thread),0.0
3311715fb9014fe6820a4fd4a5b72ac1,walrus actual example please,1.0,10549743.0,2013.0,1,General Banter / Agreement Replies,0.0
22e7404ae25a4c31bebfad0bc59620fe,doubt admired north korean,1.0,10549743.0,2013.0,16,US Politics (Trump/Clinton/Obama),0.0
62e0972b624f486db8e9b3eea09c6103,agreed whenever right justifies private sector salary quick defend saying top incentive needed attract best extend logic public sector,1.0,10556177.0,2013.0,0,"Taxes, Pensions & Public Finances",0.4198591499652412
7313a9387f0642ec92e40551f96be483,ummmm mechanic would make list fact 100k doe stretch far year ago,1.0,10556177.0,2013.0,32,Evidence vs Truth Debate (Kingwell Thread),0.0
f65e87f1fa0f461fbec1eb4107450efc,talk reading article diac prof gee point,1.0,10583794.0,2013.0,5,Media & Journalism (Globe and Mail Commentary),0.0
61936f23ffb6463da7709600c614cf36,today radio play cfrb entertaining,1.0,10583794.0,2013.0,26,Justin Trudeau & Canadian Federal Leadership,0.0
b1a9b32ac9bf48659e67d5df5f8b4277,tonyi think first time ever given thumb flanagan pilloried comment subject child pornographer disagree appalled position man therefore right position topic flanigan usually quite articulate put pen paper would propose someone articulate easier refute well layed point always disagree someone made uncomfortable comment one subject curtailed pillorized making comment subject,1.0,10586347.0,2013.0,21,Praise/Feedback on Posts and Columns,0.0
9ee04a29ee42436784a3683ef46adc89,worldgovernment cut made finance minister martin natural resource transport human resource national defense government employeesfederal public service employment fell 1996 additional following three year effect planned cut proportional experienced 1990s number job lost would order,1.0,10586347.0,2013.0,0,"Taxes, Pensions & Public Finances",0.09784188964213873
4140af0b153146c68c24c84c81e35fdb,siiiiickos,,10586347.0,2013.0,1,General Banter / Agreement Replies,0.06391822957238241
2e0fec24ebaf4cad8eba28d6db8027e3,bill alberta govearnment took pension money year put general revenue thereby robbing ability invest like ontario pension plan welfare bum got low royalty tax break put alberta red financially,1.0,10586347.0,2013.0,0,"Taxes, Pensions & Public Finances",1.0
29c96f97451647729cbed1e2b7faecd3,bulsh1t flanagan talking hypothetical someone charged crime looking picture viewing picture one harm subtlety viewing lost discussion happen upon crime obviously seek distribute different matter crime know upon seeking pick topic bailed think set think flanagan anything activity intelligent person would tolerant diversity crowed thrown bus negating year scholarly endeavor think anyone seeking distributing worse creating child porn destroying life deserves severe punishment level murder sure flanagan would agree,2.0,10586347.0,2013.0,2,"Police, Guns & Crime",0.0
7301e299b9b4433c995074e3a2148cdc,think talking,1.0,10586347.0,2013.0,1,General Banter / Agreement Replies,1.0
6e5ddff0edf04ba7bec3be6338f1d5f7,bill never heard nurse union promoting work give detail support claim,1.0,10600120.0,2013.0,12,"Healthcare System: Doctors, Hospitals & Patients",0.0
567a1634527840978b1b942f8807608a,power working fine privatized liquor store calgary lrt,1.0,10600120.0,2013.0,41,"Consumer Prices, Markets & Groceries",0.0
fc9e5d3b49b3489788d141763cc128a2,read book last drop pretty well defines klein stint premier alberta harper klein tar sand egg basket,3.0,10600120.0,2013.0,3,Harper vs Trudeau Election Talk,0.2725898724978925
0d76284e258349d28bd75f454b0280a7,good albertan back knew stood government knew ralph would take cheap shot back word,1.0,10600120.0,2013.0,38,Quoted Conversation / Anecdotes (Name-Heavy Thread),0.0
16014013a9f44b8bbc90fce851e7bbb1,talking,1.0,10600120.0,2013.0,1,General Banter / Agreement Replies,0.1875308540034515
d1d7725289a84e3794a9588d5697b099,nitroglycol204thank course correct sorry,1.0,10600939.0,2013.0,21,Praise/Feedback on Posts and Columns,0.25800451410878583
7e933833cd46404a9a83bb157854ee85,yes problem world fault blamed aid global warming athlete foot vic toews impregnation child babysitter,2.0,10600939.0,2013.0,8,Climate Change & CO2 Debate,0.0
c911d93f864d4f059332eb7a4e511555,mike given line reasoning linking substance heinbecker article legalization pot suggest criticism someone else literacy skill bit premature,1.0,10600939.0,2013.0,31,Marijuana/Drugs/Alcohol Legalization Debate,0.0
6658806221b047c9a9a98b9845f1b91e,world 1945 soooo great lot country tin pot dictatorship doe lot humanitarian work allows small nation public voice matter people like pearson knew,1.0,10600939.0,2013.0,12,"Healthcare System: Doctors, Hospitals & Patients",0.0
089b00ded7f64760adedcff5520f9f85,stevies canada northern foundation policy ruining country rep,1.0,10600939.0,2013.0,35,Harper-era Conservatism & Government,1.0
c337d7c285c742b0a0b3e2349e2883ab,indeed another example people realize open free exchange weather satellite data enables safe global aviation marine transportation protection developing developed country severe weather like hurricane outcome cooperation world meteorological organization,1.0,10600939.0,2013.0,8,Climate Change & CO2 Debate,0.2866665766434136
22054fb841af4e46b1a13b74506d98ad,rio please inform rest good come either early day league nation,1.0,10600939.0,2013.0,33,Personal Encouragement / Health / Small Talk,0.0
d43c0ce729094689a73f3e6b96fc5198,sketch selective memory nothing genocide except give verbal,2.0,10600939.0,2013.0,43,"Bullying, Civility & Editorial Disputes",0.0
c23d632ea01147c7a448338ad565be4a,interesting post defense propaganda research,1.0,10601082.0,2013.0,21,Praise/Feedback on Posts and Columns,0.0
3b20f57eeffa47e7bd75ce4fec8e3465,look latest stopped study track already become clear putting safety panel side truck improved safety fuel efficiency thing wondering finding offensive con,1.0,10601082.0,2013.0,23,Energy Tech (Solar/Wind/Nuclear/Power),0.0
cd1f42e222734db09c8148f25d4c1ebd,lot better way spending 300000 boost reputation meaningless beaurcratic nonsense since nothing actually came contribution group global research desertification assumed even continued,1.0,10645044.0,2013.0,8,Climate Change & CO2 Debate,0.0
92abd1c8a4b94798b12a6fd6b13e2917,course clement finally right something calling gross understatement,1.0,10664421.0,2013.0,1,General Banter / Agreement Replies,0.0
3320d20908054d17a040e1a900caed62,humanafterall actually story represents tip iceberg hear people coffee shop much worse,1.0,10664421.0,2013.0,5,Media & Journalism (Globe and Mail Commentary),0.120339772238095
90a66bf06ff34cf9ab842debac97cb12,hmmmm volume thumb would appear people interested prime minister good politics interested good policy sad see become canada,1.0,10674115.0,2013.0,9,Political Scandal & Corruption (Senate/PMO),0.0
08950fe8ddd343da991bf86e02b52749,sure miss ndp canada corrupt martin liberal screwed,2.0,10674115.0,2013.0,29,Canadian Party Politics & Electoral Reform,0.0
241a6047c984457294b13472ebf79613,dipper crack,2.0,10674115.0,2013.0,29,Canadian Party Politics & Electoral Reform,0.0
4e825d42b5a349b0a3c2dbdb643c45aa,diane talking ratio money people ontario send federal government money recieve back propostionally lower average fact day gap estimated billion complaining fact,1.0,10674115.0,2013.0,0,"Taxes, Pensions & Public Finances",0.1885123881616558
8bc1924b0d21499d95e128f55711cf4b,crtc rule infraction election canada rule infraction tricky math question,1.0,10674115.0,2013.0,7,"Voting, Elections, Polls & Referendums",0.0
000e08fb62ef4c3d862a901fc9be0382,deputy prime minister garneau like make party sell,1.0,10674115.0,2013.0,26,Justin Trudeau & Canadian Federal Leadership,0.0
cd264aeecda04c38ab9af2a59fd9c415,interesting chart showing price oil value canadian dollarwww,1.0,10674115.0,2013.0,13,"Oil, Pipelines & Alberta Energy Industry",0.10935191758477916
735720987f9347a3b3eeafeca3f150e1,problem anyone educated north korea would killed dictatorship educated country education reason king queen lost position power world people learned something better ruled,2.0,10678137.0,2013.0,6,"Education: Teachers, Schools & Kids",0.09016950272792255
df4d1f0726f24e3e92b8f1f38f7e2b9f,actually pretty much like old tibet official line dictator beijing taking gearing another chinese invasion,2.0,10678137.0,2013.0,14,"Cities, Transit & Urban Development",0.0
71e2148ec7654297bafe064e5e684600,joannie yes increase tax average joe rich rich obscenely rich canadian seem think cut tax magically social service survive live make believe world tax need fair everyone pay fair share year cutting tax gotten let get treadmill,1.0,10705901.0,2013.0,0,"Taxes, Pensions & Public Finances",0.29660973672663277
72ced5c908cb4fd19b8648dcad0e7b60,thanks input question doe government actually give lecture wrong drug alcohol illegal kick nice day objection sort approach,1.0,10713368.0,2013.0,31,Marijuana/Drugs/Alcohol Legalization Debate,0.21666929204324833
bf7bff8d27c54fc4960a6ddc46b54237,missed point country mile earl know striking child legal canada exactly point making canadian culture striking child acceptable lawful culture striking wife acceptable lawful culture barbaric one,2.0,10713368.0,2013.0,28,"Canadian Culture, Language & Immigration Identity",1.0
eae47d059d51427bb32e968c35078e14,think dick doth protest muchguilty conscience,2.0,10713368.0,2013.0,43,"Bullying, Civility & Editorial Disputes",0.0
ed746c6784e04dc5a3a5fd88e9768068,difference parent may try act dating service offspring yet allow ultimately make choice entirely another family coerce offspring enter arranged marriage perhaps difference lost,1.0,10713368.0,2013.0,22,"Parenting, Class & Family Life",0.1440601504055314
d816d524fddd433ab8421f2d5a33ace9,culture barbaric compared western culture,2.0,10713368.0,2013.0,28,"Canadian Culture, Language & Immigration Identity",0.0
8936efa6449243fea68bbf5df24b48d7,agree female genital mutilation honour killing spousal abuse barbaric definitely great politician condemning sure appropriate citizenship guide citizenship guide positive canada aspirational document negative document would good canadian could think citizenship american british colony,2.0,10713368.0,2013.0,34,"Citizenship, Dual Citizenship & Niqab Ceremony",1.0
3b0c0b41386747ec95d73ba0a4a10c22,well circumcision cultural practice people consider barbaric problem using qualitative term like barbaric,1.0,10713368.0,2013.0,11,Debate About Terms / Argumentation Style,0.0
2bf926d1cc574dcbb90ac39723b9d891,would thumb statement kind make one wonder pulling string,1.0,10713368.0,2013.0,36,Political Ideology Spectrum & Media Bias,0.0
415170635883439da2c620840a284d3d,thought one ignoring anything name small world know know count explanation,1.0,10749814.0,2013.0,41,"Consumer Prices, Markets & Groceries",0.0
2327466429c54d5b9f7eccd4558b923c,wishful thinking got libs whererememberstephane dion ignatieff justin bieber,1.0,10749814.0,2013.0,16,US Politics (Trump/Clinton/Obama),0.0
68c47a6ff83e45adaa046b1860dd2ee3,muzzling politician preserve abortion right absurd cruel cruel hundred thousand canadian child already neglected might well rescued debate coralled issue current child status group want abortion debate let first show care child many suffering family grave distress illness poverty disintegration mental illness need every politician thinking speaking politician even strangley muted shy society lacking confidence nation laugh reticence coldness need democracy loud,1.0,10749814.0,2013.0,22,"Parenting, Class & Family Life",0.0
55812c71d8fd4fcba87b2d883c630d1f,unafraid,1.0,10749814.0,2013.0,11,Debate About Terms / Argumentation Style,0.1559883582392586
f0bc38e1fa094be8a580020f979cc698,kind scary margaret support get way wonder related harper,1.0,10749814.0,2013.0,3,Harper vs Trudeau Election Talk,0.0
82a7dbc236ba45fbb363b2697e13a9dd,hst tax increase liberal admitted would bring revenue pst system doe correctly dismissed lower income earner consumption tax fair tax hit earner hardest let lightest higher income earner support consumption tax income tax previous globe writer offensively suggested people necessarily know get easy every time tax burden taken income tax system high income earner would pay consumption tax would occasionally buy expensive car much better paying progressively steeper income tax every dollar earned year year wake working people thing consumption tax hit much harder rich,1.0,10758327.0,2013.0,0,"Taxes, Pensions & Public Finances",1.0
ded2360af580409a9b72b58bfeed35bb,yes full cost entire road highway network place today paid solely driver buying gas paying tax really mass transit mass private personal transportation doe offer comfort convenience private vehicle doe take much valuable constrained land space private vehicle please enlighten economic capitalistic model say consume valuable commodity pay less consume least pay argument backwards manhattan fyi fare increase year year previous administration fare increase need dedicated covering inflation increased service associated increasing ridership existing network diverted pay capital expansion,1.0,10762639.0,2013.0,14,"Cities, Transit & Urban Development",0.4345830625134638
c10d52c2424844bda0401194ffcac8ae,air traveller adding voice whiner hope get want complaining entitlement downtown interest criticize planner decision went recommendation dismissing work irrelevant state crosstown transit line priority predict lrt subway flop rail fact link took long approve yet bemoan priority set interest vested downtown must happy soon opportunity pay per trip new airport line long first get one station toronto serve reason private partner got project early seem like sucking blowing time criticize one thing guilty exact thing problem transit debate city everyone arguing transit based best taking ride twice day one bothering logic reason evidence fact otherwise find planner argue favour subway durham drl downtown politician silenced fact support,2.0,10762639.0,2013.0,14,"Cities, Transit & Urban Development",0.16829445610943586
e25d3acbdbcd4fdbadae42ad0e9f3348,least know really think,1.0,10762639.0,2013.0,1,General Banter / Agreement Replies,1.0
21abaa10dec643d4916230adf5746355,people always choose car public transit reader seem exception,1.0,10762639.0,2013.0,14,"Cities, Transit & Urban Development",1.0
fd9a7b2d41ef4ee7a86370361d051e56,hate globe ndp drop constitution stand hate,2.0,10763895.0,2013.0,29,Canadian Party Politics & Electoral Reform,0.0
